,Station,LONGITUDE,LATITUDE,Depth,Protocol Label,Fraction,RUN,Region,ENA-SAMPLE,genome_name,genome_group,variable,val
102673,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,0.0390270983177
102686,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,0.0102606692227
102721,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,0.00348564633044
102727,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,0.00968880833411
102731,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.00830855085635
102741,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.0407517685171
102749,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.0109762633899
102759,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.010799573001
102783,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.0113751546132
102787,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,0.021819955829
102793,TARA_100,,,50.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599359,SPO,ERS491897,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,0.0516921698001
102801,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,0.0418707174907
102824,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,0.342353757953
102830,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.0334934711252
102852,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,0.0367548893719
102856,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,0.0274441949532
102872,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,0.0251053532541
102877,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,0.0342365476128
102885,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.0470399489064
102890,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,0.365840139069
102893,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.0258174282987
102898,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,0.0325054599517
102899,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,0.0318389136452
102923,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.0287466378359
102943,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.0423025225928
102947,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,0.43553081304
102964,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,0.456937301809
102972,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,0.0328277186682
102975,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,0.0524780368497
102986,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,0.340959536354
102988,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.040357710043
103010,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.053482390697
103035,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.0566828423304
103050,TARA_085,,,5.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599364,SO,ERS491063,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,0.492923652107
103057,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.00255692275283
103071,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.00205744628391
103086,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,0.0144628576354
103089,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.001946341624
103129,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,0.00777265252899
103139,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,0.00214735425995
103141,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,0.00153652001693
103144,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,0.00731707763539
103147,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.00152113847086
103160,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.0155285533775
103161,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.00134194660376
103163,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,0.0221783426461
103164,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.00796991660743
103167,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,0.00423932433253
103176,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,0.0155654146083
103234,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,0.0249984669508
103245,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,0.0519901062681
103250,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,0.020198348693
103267,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,0.0166636757925
103275,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.00406218175458
103296,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,0.01239485783
103297,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,0.0245871145142
103307,TARA_124,,,120.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599367,SPO,ERS492877,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,0.0448861885337
103319,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,0.0160868515067
103334,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,0.267305565072
103339,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,0.191249058908
103372,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,0.026725854982
103373,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,0.0266678767745
103385,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.0191009932766
103386,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,0.0166357153181
103395,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,0.0164514786658
103398,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,0.0287901983135
103412,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,0.162477791376
103414,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.016087636116
103459,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,0.0229164652139
103480,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,0.197884172498
103486,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.0170211323728
103489,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.0172361574148
103490,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.0184979757068
103522,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,0.0259417237779
103547,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,0.0258977413614
103554,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,0.193380526371
103557,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.0136821964932
103561,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.0267543388039
103565,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.0523667537915
103570,TARA_111,,,350.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599368,SPO,ERS492399,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,0.302081153092
103574,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,"gi|123967536|ref|NC_008816.1| Prochlorococcus marinus_AS9601, complete genome",Prochlorococcus,n_count,0.0335390811022
103576,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,gi|148241099|ref|NC_009482.1| Synechococcus sp. RCC307 genomic DNA sequence,Synechococcus,n_count,0.0390172317121
103588,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,gi|159887716|gb|CP000878.1| Prochlorococcus marinus_MIT 9211 genome,Prochlorococcus,n_count,0.0436149451207
103609,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,0.0607174912371
103615,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,0.0323621433529
103622,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,"gi|113952711|ref|NC_008319.1| Synechococcus sp. CC9311, complete genome",Synechococcus,n_count,0.0403742283096
103637,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,"gi|564614004|ref|NZ_AZAL01000001.1| Candidatus Pelagibacter ubique HIMB083 Pelub83DRAFT_scaffold_0.1_C, whole genome shotgun sequence",SAR11,n_count,0.0469730301411
103650,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,"gi|78211558|ref|NC_007516.1| Synechococcus sp. CC9605, complete genome",Synechococcus,n_count,0.0423841866905
103662,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,"gi|657651831|ref|NZ_JNIU01000001.1| Candidatus Pelagibacter ubique HTCC7217 P773DRAFT_scaffold00001.1_C, whole genome shotgun sequence",SAR11,n_count,0.0514920728188
103677,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,"gi|657650469|ref|NZ_KL370779.1| Candidatus Pelagibacter ubique HTCC7214 genomic scaffold P769DRAFT_scaffold00001.1, whole genome shotgun sequence",SAR11,n_count,0.0528643800951
103679,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,gi|33239452|ref|NC_005042.1| Prochlorococcus marinus subsp. marinus_CCMP1375 complete genome,Prochlorococcus,n_count,0.0446220419639
103701,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,"gi|157412338|ref|NC_009840.1| Prochlorococcus marinus_MIT 9215, complete genome",Prochlorococcus,n_count,0.0363928368411
103704,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,0.0386824738061
103721,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.0760042134298
103726,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,gi|33864539|ref|NC_005070.1| Synechococcus sp. WH 8102 complete genome,Synechococcus,n_count,0.0686824853082
103739,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,"gi|124021714|ref|NC_008820.1| Prochlorococcus marinus_MIT 9303, complete genome",Prochlorococcus,n_count,0.0322869964736
103741,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.0563344536491
103742,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,0.0512995437918
103748,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.0516610751541
103779,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,"gi|211594022|ref|NZ_CH724130.1| Candidatus Pelagibacter ubique HTCC1002 scf_1099314759170 genomic scaffold, whole genome shotgun sequence",SAR11,n_count,0.0910639691895
103798,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,"gi|71082709|ref|NC_007205.1| Candidatus Pelagibacter ubique HTCC1062, complete genome",SAR11,n_count,0.099049234564
103804,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,gi|33862273|ref|NC_005071.1| Prochlorococcus marinus MIT9313 complete genome,Prochlorococcus,n_count,0.0355559877802
103826,TARA_111,,,90.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599369,SPO,ERS492376,"gi|902974237|ref|NZ_LN847356.1| Synechococcus sp. WH 8103 genome assembly WH8103.1, chromosome : 1",Synechococcus,n_count,0.0696968912391
103834,TARA_056,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599371,IO,ERS489729,"gi|162958048|ref|NC_007335.2| Prochlorococcus marinus_NATL2A, complete genome",Prochlorococcus,n_count,0.0195700916007
103839,TARA_056,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599371,IO,ERS489729,"gi|123965234|ref|NC_008817.1| Prochlorococcus marinus_MIT 9515, complete genome",Prochlorococcus,n_count,0.0276001576685
103847,TARA_056,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599371,IO,ERS489729,gi|148238336|ref|NC_009481.1| Synechococcus WH7803 complete genome sequence,Synechococcus,n_count,0.0553540963071
103871,TARA_056,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599371,IO,ERS489729,gi|33860560|ref|NC_005072.1| Prochlorococcus marinus MED4 complete genome,Prochlorococcus,n_count,0.0291815376871
103874,TARA_056,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599371,IO,ERS489729,"gi|560891698|ref|NZ_KI421440.1| Candidatus Pelagibacter ubique HTCC8051 genomic scaffold HTC8051_Contig1.1, whole genome shotgun sequence",SAR11,n_count,0.379631168085
103875,TARA_056,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599371,IO,ERS489729,"gi|124024712|ref|NC_008819.1| Prochlorococcus marinus_NATL1A, complete genome",Prochlorococcus,n_count,0.0174419613633
103877,TARA_056,,,1000.0,VIRUS_NUC-Fe_W<-0.22,VIRUS,ERR599371,IO,ERS489729,"gi|78183584|ref|NC_007513.1| Synechococcus sp. CC9902, complete genome",Synechococcus,n_count,0.0449350032118
